budget,homepage,id,popularity,revenue,runtime,video,vote_average,vote_count,is_image,is_tagline,collection_id,companies_num,languages_num,rating,genre_num,actors_num,top_actors,actor_rating,female_actors_per,crew_size,authors,author_rating,directors,director_rating,screenplay,screenplay_rating,producers,producer_rating,crew_per_actor,month,year,genre_Fantasy,genre_Action,genre_Adventure,genre_Comedy,genre_Horror,genre_Documentary,genre_Mystery,genre_Thriller,genre_Science Fiction,genre_Drama,genre_Romance,genre_Crime,genre_War,genre_History,genre_Music,genre_Family,genre_Animation,genre_Western,genre_TV Movie,season_released_spring,season_released_summer,season_released_sutumn,season_released_winter,companies_avg_rev,actor_Nicolas Cage,actor_Arnold Schwarzenegger,actor_Robert De Niro,actor_Clint Eastwood,actor_Denzel Washington,actor_Tom Hanks,actor_Johnny Depp,actor_Tom Cruise,actor_Bruce Willis,actor_Sylvester Stallone,actor_Matt Damon,actor_Keanu Reeves,actor_Liam Neeson,actor_Dennis Quaid,actor_Shah Rukh Khan,actor_Antonio Banderas,actor_Adam Sandler,actor_Eddie Murphy,actor_Ethan Hawke,actor_Leonardo DiCaprio,actor_Harrison Ford,actor_Mel Gibson,actor_John Travolta,actor_Jackie Chan,actor_John Cusack,actor_George Clooney,actor_Kevin Costner,actor_Morgan Freeman,actor_Robin Williams,actor_Meryl Streep,author_William Shakespeare,author_Jim Thomas,author_Michael Crichton,author_Tsui Hark,author_Luc Besson,author_Hans Christian Andersen,author_Scott Frank,author_Pedro Almodóvar,author_L. Frank Baum,author_J. F. Lawton,author_Amy Heckerling,author_John Ridley,author_Emmanuèle Bernheim,author_Bill Bryson,author_John Boorman,author_Tatsuo Yoshida,author_Woody Allen,author_Mike White,author_Phil Sears,author_Winston Graham,author_Scott Silver,author_Armistead Maupin,author_Steve Lopez,author_Terence Winter,author_Thomas Rose,author_Godfrey Reggio,author_Sylvia Nasar,author_Todd McFarlane,author_Darren Aronofsky,author_Milan Trenc,director_Clint Eastwood,director_Ridley Scott,director_Steven Spielberg,director_Alfred Hitchcock,director_Robert Rodriguez,director_Woody Allen,director_Ron Howard,director_Richard Donner,director_Sidney Lumet,director_Steven Soderbergh,director_Robert Zemeckis,director_Wes Craven,director_Oliver Stone,director_Blake Edwards,director_Rob Reiner,director_Renny Harlin,director_Tim Burton,director_Garry Marshall,director_Joel Schumacher,director_John Carpenter,director_Martin Scorsese,director_Phillip Noyce,director_Gus Van Sant,director_Walter Hill,director_Lasse Hallström,director_Quentin Tarantino,director_Sam Raimi,director_Richard Linklater,director_Joel Coen,director_Spike Lee,screenplay_Luc Besson,screenplay_Oliver Stone,screenplay_Akiva Goldsman,screenplay_John Hughes,screenplay_Richard Maibaum,screenplay_Sylvester Stallone,screenplay_John Logan,screenplay_Brian Helgeland,screenplay_William Goldman,screenplay_Quentin Tarantino,screenplay_Eric Roth,screenplay_David Koepp,screenplay_George A. Romero,screenplay_Ted Elliott,screenplay_Pedro Almodóvar,screenplay_Lowell Ganz,screenplay_William Nicholson,screenplay_Richard LaGravenese,screenplay_David Mamet,screenplay_Ronald Bass,screenplay_Ernest Lehman,screenplay_Larry Ferguson,screenplay_Billy Wilder,screenplay_Peter Jackson,screenplay_Billy Ray,screenplay_Steven E. de Souza,screenplay_Blake Edwards,screenplay_Matthew Robbins,screenplay_Steven Zaillian,screenplay_Joel Coen,producer_Tim Bevan,producer_Brian Grazer,producer_Joel Silver,producer_Scott Rudin,producer_Arnon Milchan,producer_Clint Eastwood,producer_Jerry Bruckheimer,producer_Tom Rosenberg,producer_Steve Golin,producer_John Davis,producer_Luc Besson,producer_Neal H. Moritz,producer_Steven Spielberg,producer_Charles Roven,producer_Michael Bay,producer_Robert Rodriguez,producer_Menahem Golan,producer_Ridley Scott,producer_Roger Birnbaum,producer_Alfred Hitchcock,producer_Lawrence Bender,producer_Richard D. Zanuck,producer_Anthony Bregman,producer_Albert R. Broccoli,producer_Lawrence Gordon,producer_Mark Johnson,producer_Ivan Reitman,producer_Gale Anne Hurd,producer_Wyck Godfrey,producer_Walter F. Parkes
10000000,0,10388,8.787,3193102,89.0,0,6.7,194,1,1,0,1,1,7.0,5,39,Terence Stamp,7.58,0.1282051282051282,92,,0.0,Steven Soderbergh,7.8199999999999985,,0.0,John Hardy,6.633333333333333,2.358974358974359,5,1999,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,8234071.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000000,0,6522,10.619000000000002,73521587,108.0,0,6.6,393,1,1,0,2,1,6.8,2,25,Eddie Murphy,7.51,0.2,10,,0.0,Ted Demme,7.1099999999999985,Robert Ramsey,2.85,Brian Grazer,7.989999999999998,0.4,4,1999,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,371087.9284121159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42000000,1,46528,6.932,11087569,100.0,0,6.2,233,1,1,0,1,1,6.3,5,14,Kate Bosworth,6.95,0.14285714285714285,22,,0.0,Lee Seung-moo,0.0,,0.0,Barrie M. Osborne,8.220000000000002,1.5714285714285714,12,2010,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,11087569.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5000000,1,500664,18.885,11871365,100.0,0,7.4,1808,1,1,0,6,1,7.5,4,18,Logan Marshall-Green,6.9,0.2222222222222222,139,,0.0,Leigh Whannell,7.27,,0.0,Jason Blum,7.689999999999999,7.722222222222222,6,2018,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-389136.00013320404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65000000,0,9292,9.669,17218080,100.0,0,5.7,521,1,1,0,2,2,5.8,3,36,Bruce Willis,8.05,0.16666666666666666,18,,0.0,Michael Lehmann,6.659999999999998,Steven E. de Souza,7.08,Suzanne Todd,7.06,0.5,5,1991,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-20241363.628824476,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42000000,0,227783,9.023,122529966,85.0,0,5.7,603,1,1,1,4,1,5.7,4,19,Will Arnett,7.5200000000000005,0.2631578947368421,6,,0.0,Peter Lepeniotis,6.13,,0.0,,0.0,0.3157894736842105,1,2014,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,82568240.13636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11000000,0,1590,10.797,6191746,104.0,0,6.4,90,1,1,0,2,2,6.8,1,10,Ed Harris,7.8199999999999985,0.3,21,,0.0,Agnieszka Holland,7.69,Christopher Wilkinson,6.540000000000001,Christopher Wilkinson,6.540000000000001,2.1,9,2006,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,18207356.17857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100000,0,23949,6.165,490475,86.0,0,7.0,110,1,1,0,5,1,7.3,1,3,Ethan Hawke,7.92,0.3333333333333333,22,,0.0,Richard Linklater,8.04,Stephen Belber,0.0,Anne Walker-McBay,7.639999999999999,7.333333333333332,11,2001,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5413074.666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,550315,4.646,1996326,62.0,0,5.0,2,1,1,1,2,1,4.8,4,11,,0.0,0.0,4,,0.0,Gary Andrews,6.48,,0.0,,0.0,0.3636363636363637,9,2018,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1617925.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75000000,1,1656,14.671,142400065,129.0,0,6.0,1812,1,1,1,2,3,6.0,2,17,Antonio Banderas,7.55,0.17647058823529413,19,,0.0,Martin Campbell,6.790000000000001,Alex Kurtzman,5.7,Lloyd Phillips,6.860000000000001,1.1176470588235294,10,2005,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-6623887.619211648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18000000,0,38665,3.468,2945600,98.0,0,4.3,22,0,1,0,1,1,5.1,4,14,Max Keller,0.0,0.14285714285714285,3,,0.0,William A. Fraker,7.7,Ivan Goff,7.210000000000001,,0.0,0.21428571428571427,8,1981,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,3981866.6666666665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,246080,8.782,1171559,115.0,0,6.3,692,1,1,0,3,1,6.4,3,23,Jude Law,7.730000000000001,0.08695652173913042,53,,0.0,Kevin Macdonald,7.82,Dennis Kelly,3.9,Kevin Macdonald,7.82,2.3043478260869565,12,2014,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,20778123.083333332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180000000,0,411,24.302,745013115,143.0,0,7.1,6624,1,1,1,2,2,6.9,3,60,Georgie Henley,6.475,0.16666666666666666,184,,0.0,Andrew Adamson,7.18,Andrew Adamson,7.18,David Minkowski,7.439999999999999,3.066666666666667,12,2005,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-66416169.87714285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40000000,0,109410,11.687000000000001,95020213,128.0,0,7.0,1132,1,1,0,1,1,7.5,1,25,Chadwick Boseman,7.43,0.16,48,,0.0,Brian Helgeland,7.340000000000002,Brian Helgeland,7.340000000000002,Thomas Tull,8.069999999999999,1.92,4,2013,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3015093.090116279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75000000,0,10555,19.205,367275019,90.0,0,5.9,4186,1,1,0,2,1,6.0,4,17,Will Smith,7.639999999999999,0.29411764705882354,98,,0.0,Vicky Jenson,6.8,Michael J. Wilson,6.660000000000001,Allison Lyon Segan,6.3,5.764705882352941,9,2004,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,-54274612.85743464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6000000,0,250349,6.824,14348529,98.0,0,5.8,433,1,1,0,4,1,6.1,1,22,Lambert Wilson,7.33,0.3181818181818182,8,,0.0,Eric Lavaine,0.0,,0.0,Vincent Roget,6.459999999999999,0.3636363636363637,4,2014,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-9692578.2890625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000000,1,314365,17.158,88346473,129.0,0,7.8,5529,1,1,0,5,1,8.1,3,75,Mark Ruffalo,8.09,0.17333333333333334,98,,0.0,Tom McCarthy,7.590000000000002,,0.0,Steve Golin,7.8900000000000015,1.3066666666666666,11,2015,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,58482551.868202284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10000000,1,49679,3.13,5000000,100.0,0,5.2,38,0,1,0,3,1,4.2,3,7,Akshay Kumar,7.8100000000000005,0.2857142857142857,4,,0.0,Vipul Amrutlal Shah,6.380000000000001,Vipul Amrutlal Shah,6.380000000000001,,0.0,0.5714285714285714,11,2010,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,11836666.666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9100000,1,14070,7.2170000000000005,76000000,183.0,0,7.1,174,1,1,0,1,1,7.3,4,11,Aamir Khan,8.349999999999998,0.2727272727272727,28,,0.0,A.R. Murugadoss,7.790000000000001,A.R. Murugadoss,7.790000000000001,Tagore Madhu,0.0,2.5454545454545454,12,2008,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,47529526.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000000,0,167810,8.606,45431,95.0,0,5.9,397,1,1,0,3,1,5.8,3,30,Christina Hendricks,7.05,0.26666666666666666,37,,0.0,Ryan Gosling,7.729999999999999,,0.0,Jeffrey Stott,7.88,1.2333333333333334,4,2015,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,62481263.21296296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10000000,1,330947,8.855,1710528,129.0,0,5.4,533,1,1,0,3,1,5.7,2,97,Michael Fassbender,7.83,0.20618556701030927,34,,0.0,Terrence Malick,7.8,,0.0,Sarah Green,7.489999999999998,0.3505154639175257,3,2017,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,24977229.01388889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70000000,0,8488,12.224,368100420,118.0,0,6.4,3578,1,1,0,3,1,6.6,3,28,Will Smith,7.639999999999999,0.2857142857142857,10,,0.0,Andy Tennant,6.67,Kevin Bisch,0.0,Will Smith,7.639999999999999,0.35714285714285715,2,2005,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,-70606743.84539287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,281298,4.668,27926871,118.0,0,7.0,49,1,1,1,3,1,6.7,1,11,Jung Woo-sung,0.0,0.2727272727272727,13,,0.0,Cho Beom-gu,0.0,,0.0,Park Mae-hee,0.0,1.181818181818182,7,2014,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,37331309.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,8892,6.291,7356393,152.0,0,6.8,76,0,1,0,10,1,7.1,2,27,Catherine Deneuve,7.75,0.2222222222222222,29,,0.0,Arnaud Desplechin,7.0200000000000005,,0.0,Pascal Caucheteux,7.589999999999999,1.0740740740740742,5,2008,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,19948181.600527182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
